templateCode,fieldKey,fieldLabel,required,dataSourceKind,classification,recommendedPrefillKind,reason,currentSampleValue,controlType
BM-001,"document.issuePlaceDateLine","Địa điểm, ngày lập",true,SYSTEM,SAFE_RUNTIME_DEFAULT,DOCUMENT_PLACE_DATE,"SYSTEM/CURRENT_DATE field. Label ""Địa điểm, ngày lập"" matches safe document place/date pattern.","TP. Hồ Chí Minh, ngày 01 tháng 01 năm 2026",TEXT
BM-001,"receiver.fullName","Họ tên người tiếp nhận",true,MANUAL,NEVER_AUTO,NONE,"Label ""Họ tên người tiếp nhận"" matches NEVER_AUTO pattern.",,TEXT
BM-001,"receiver.positionTitle","Chức vụ",true,OFFICIAL,NEVER_AUTO,NONE,"Label ""Chức vụ"" matches NEVER_AUTO pattern.",,TEXT
BM-001,"receiver.departmentName","Đơn vị công tác",true,MANUAL,NEVER_AUTO,NONE,"Label ""Đơn vị công tác"" matches NEVER_AUTO pattern.",,TEXT
BM-001,"informant.fullName","Họ tên người cung cấp tin",true,MANUAL,NEVER_AUTO,NONE,"Label ""Họ tên người cung cấp tin"" matches NEVER_AUTO pattern.",,TEXT
BM-001,"informant.genderLabel","Giới tính",true,MANUAL,NEVER_AUTO,NONE,"Label ""Giới tính"" matches NEVER_AUTO pattern.",,TEXT
BM-001,"informant.otherName","Tên gọi khác",true,MANUAL,NEVER_AUTO,NONE,"Label ""Tên gọi khác"" matches NEVER_AUTO pattern.",,TEXT
BM-001,"informant.birthDay","Ngày sinh",true,MANUAL,NEVER_AUTO,NONE,"Label ""Ngày sinh"" matches NEVER_AUTO pattern.",,TEXT
BM-001,"informant.birthMonth","Tháng sinh",true,MANUAL,NEVER_AUTO,NONE,"Label ""Tháng sinh"" matches NEVER_AUTO pattern.",,TEXT
BM-001,"informant.birthYear","Năm sinh",true,MANUAL,NEVER_AUTO,NONE,"Label ""Năm sinh"" matches NEVER_AUTO pattern.",,TEXT
BM-001,"informant.placeOfBirth","Nơi sinh",true,MANUAL,NEVER_AUTO,NONE,"Label ""Nơi sinh"" matches NEVER_AUTO pattern.",,TEXT
BM-001,"informant.nationality","Quốc tịch",true,MANUAL,NEVER_AUTO,NONE,"Label ""Quốc tịch"" matches NEVER_AUTO pattern.",,TEXT
BM-001,"informant.ethnicity","Dân tộc",true,MANUAL,NEVER_AUTO,NONE,"Label ""Dân tộc"" matches NEVER_AUTO pattern.",,TEXT
BM-001,"informant.religion","Tôn giáo",true,MANUAL,NEVER_AUTO,NONE,"Label ""Tôn giáo"" matches NEVER_AUTO pattern.",,TEXT
BM-001,"informant.occupation","Nghề nghiệp",true,MANUAL,NEVER_AUTO,NONE,"Label ""Nghề nghiệp"" matches NEVER_AUTO pattern.",,TEXT
BM-001,"informant.identityNo","Số CCCD/CMND",true,MANUAL,NEVER_AUTO,NONE,"Label ""Số CCCD/CMND"" matches NEVER_AUTO pattern.",,TEXT
BM-001,"informant.identityIssuedDay","Ngày cấp",true,MANUAL,NEVER_AUTO,NONE,"Label ""Ngày cấp"" matches NEVER_AUTO pattern.",,TEXT
BM-001,"informant.identityIssuedMonth","Tháng cấp",true,MANUAL,NEVER_AUTO,NONE,"Label ""Tháng cấp"" matches NEVER_AUTO pattern.",,TEXT
BM-001,"informant.identityIssuedYear","Năm cấp",true,MANUAL,NEVER_AUTO,NONE,"Label ""Năm cấp"" matches NEVER_AUTO pattern.",,TEXT
BM-001,"informant.identityIssuedPlace","Nơi cấp",true,MANUAL,NEVER_AUTO,NONE,"Label ""Nơi cấp"" matches NEVER_AUTO pattern.",,TEXT
BM-001,"informant.permanentAddress","Nơi thường trú",true,MANUAL,NEVER_AUTO,NONE,"Label ""Nơi thường trú"" matches NEVER_AUTO pattern.",,TEXT
BM-001,"informant.temporaryAddress","Nơi tạm trú",true,MANUAL,NEVER_AUTO,NONE,"Label ""Nơi tạm trú"" matches NEVER_AUTO pattern.",,TEXT
BM-001,"informant.currentAddress","Nơi ở hiện tại",true,MANUAL,NEVER_AUTO,NONE,"Label ""Nơi ở hiện tại"" matches NEVER_AUTO pattern.",,TEXT
BM-001,"informant.phone","Số điện thoại",true,MANUAL,NEVER_AUTO,NONE,"Label ""Số điện thoại"" matches NEVER_AUTO pattern.",,TEXT
BM-001,"informant.representedOrganization","Người đại diện cơ quan, tổ chức",true,MANUAL,NEVER_AUTO,NONE,"Label ""Người đại diện cơ quan, tổ chức"" matches NEVER_AUTO pattern.",,TEXT
BM-001,"informant.signerName","Người ký",true,OFFICIAL,NEVER_AUTO,NONE,"Label ""Người ký"" matches NEVER_AUTO pattern.",,TEXT
BM-001,"receiver.signerName","Người ký",true,OFFICIAL,NEVER_AUTO,NONE,"Label ""Người ký"" matches NEVER_AUTO pattern.",,TEXT
BM-001,"recipients.archiveLine","Nơi lưu",true,MANUAL,SAFE_GENERIC_PREFILL,GENERIC_TEXT,"Path ""recipients.archiveLine"" is generic/common boilerplate safe for prefill.",,TEXT
BM-001,"reception.startedAtTimeText","Giờ bắt đầu tiếp nhận",true,MANUAL,NEVER_AUTO,NONE,"Label ""Giờ bắt đầu tiếp nhận"" matches NEVER_AUTO pattern.",,TEXT
BM-001,"reception.startedAtDay","Ngày bắt đầu tiếp nhận",true,MANUAL,NEVER_AUTO,NONE,"Label ""Ngày bắt đầu tiếp nhận"" matches NEVER_AUTO pattern.",,TEXT
BM-001,"reception.startedAtMonth","Tháng bắt đầu tiếp nhận",true,MANUAL,NEVER_AUTO,NONE,"Label ""Tháng bắt đầu tiếp nhận"" matches NEVER_AUTO pattern.",,TEXT
BM-001,"reception.startedAtYear","Năm bắt đầu tiếp nhận",true,MANUAL,NEVER_AUTO,NONE,"Label ""Năm bắt đầu tiếp nhận"" matches NEVER_AUTO pattern.",,TEXT
BM-001,"reception.locationName","Địa điểm tiếp nhận",true,MANUAL,NEVER_AUTO,NONE,"Label ""Địa điểm tiếp nhận"" matches NEVER_AUTO pattern.",,TEXT
BM-001,"crimeReport.content","Nội dung nguồn tin, vụ việc",true,MANUAL,NEVER_AUTO,NONE,"Label ""Nội dung nguồn tin, vụ việc"" matches NEVER_AUTO pattern.",,TEXTAREA
BM-001,"crimeReport.attachedItemsDescription","Tài liệu, đồ vật kèm theo",false,MANUAL,NEVER_AUTO,NONE,"Label ""Tài liệu, đồ vật kèm theo"" matches NEVER_AUTO pattern.",,TEXTAREA
BM-001,"reception.endedAtTimeText","Giờ kết thúc tiếp nhận",true,MANUAL,NEVER_AUTO,NONE,"Label ""Giờ kết thúc tiếp nhận"" matches NEVER_AUTO pattern.",,TEXT
BM-001,"reception.endedAtDay","Ngày kết thúc tiếp nhận",true,MANUAL,REVIEW_REQUIRED,NONE,"Label ""Ngày kết thúc tiếp nhận"" is ambiguous — requires manual classification before auto-fill.",,TEXT
BM-001,"reception.endedAtMonth","Tháng kết thúc tiếp nhận",true,MANUAL,NEVER_AUTO,NONE,"Label ""Tháng kết thúc tiếp nhận"" matches NEVER_AUTO pattern.",,TEXT
BM-001,"reception.endedAtYear","Năm kết thúc tiếp nhận",true,MANUAL,NEVER_AUTO,NONE,"Label ""Năm kết thúc tiếp nhận"" matches NEVER_AUTO pattern.",,TEXT
BM-002,"agency.parentName","Cơ quan cấp trên",true,AGENCY,NEVER_AUTO,NONE,"Label ""Cơ quan cấp trên"" matches NEVER_AUTO pattern.",,TEXT
BM-002,"agency.name","Tên cơ quan",true,AGENCY,NEVER_AUTO,NONE,"Label ""Tên cơ quan"" matches NEVER_AUTO pattern.",,TEXT
BM-002,"document.documentCode","Số văn bản",true,MANUAL,NEVER_AUTO,NONE,"Label ""Số văn bản"" matches NEVER_AUTO pattern.",,TEXT
BM-002,"document.issuePlaceAndDateLine","Địa điểm, ngày tháng năm",true,SYSTEM,SAFE_RUNTIME_DEFAULT,DOCUMENT_PLACE_DATE,"SYSTEM/CURRENT_DATE field. Label ""Địa điểm, ngày tháng năm"" matches safe document place/date pattern.","TP. Hồ Chí Minh, ngày 01 tháng 01 năm 2026",TEXT
BM-002,"receiver.name","Tên người tiếp nhận",true,MANUAL,NEVER_AUTO,NONE,"Label ""Tên người tiếp nhận"" matches NEVER_AUTO pattern.",,TEXT
BM-002,"sourceReport.receivedDateLine","Ngày tiếp nhận",true,SYSTEM,NEVER_AUTO,NONE,"Label ""Ngày tiếp nhận"" matches NEVER_AUTO pattern.",,TEXT
BM-002,"agency.bodyName","Tên cơ quan",true,AGENCY,NEVER_AUTO,NONE,"Label ""Tên cơ quan"" matches NEVER_AUTO pattern.",,TEXT
BM-002,"reporter.fullName","Họ tên người báo tin",true,MANUAL,NEVER_AUTO,NONE,"Label ""Họ tên người báo tin"" matches NEVER_AUTO pattern.",,TEXT
BM-002,"reporter.genderText","Giới tính",true,MANUAL,NEVER_AUTO,NONE,"Label ""Giới tính"" matches NEVER_AUTO pattern.",,TEXT
BM-002,"reporter.otherName","Tên gọi khác",true,MANUAL,NEVER_AUTO,NONE,"Label ""Tên gọi khác"" matches NEVER_AUTO pattern.",,TEXT
BM-002,"reporter.birthDateLine","Sinh ngày",true,SYSTEM,NEVER_AUTO,NONE,"Label ""Sinh ngày"" matches NEVER_AUTO pattern.",,TEXT
BM-002,"reporter.birthPlace","Nơi sinh",true,MANUAL,NEVER_AUTO,NONE,"Label ""Nơi sinh"" matches NEVER_AUTO pattern.",,TEXT
BM-002,"reporter.nationality","Quốc tịch",true,MANUAL,NEVER_AUTO,NONE,"Label ""Quốc tịch"" matches NEVER_AUTO pattern.",,TEXT
BM-002,"reporter.ethnicity","Dân tộc",true,MANUAL,NEVER_AUTO,NONE,"Label ""Dân tộc"" matches NEVER_AUTO pattern.",,TEXT
BM-002,"reporter.religion","Tôn giáo",true,MANUAL,NEVER_AUTO,NONE,"Label ""Tôn giáo"" matches NEVER_AUTO pattern.",,TEXT
BM-002,"reporter.occupation","Nghề nghiệp",true,MANUAL,NEVER_AUTO,NONE,"Label ""Nghề nghiệp"" matches NEVER_AUTO pattern.",,TEXT
BM-002,"reporter.identityNumber","Số CCCD/CMND",true,MANUAL,NEVER_AUTO,NONE,"Label ""Số CCCD/CMND"" matches NEVER_AUTO pattern.",,TEXT
BM-002,"reporter.identityIssueDateLine","Cấp ngày",true,SYSTEM,NEVER_AUTO,NONE,"Label ""Cấp ngày"" matches NEVER_AUTO pattern.",,TEXT
BM-002,"reporter.identityIssuePlace","Nơi cấp",true,MANUAL,NEVER_AUTO,NONE,"Label ""Nơi cấp"" matches NEVER_AUTO pattern.",,TEXT
BM-002,"reporter.permanentResidence","Nơi thường trú",true,MANUAL,NEVER_AUTO,NONE,"Label ""Nơi thường trú"" matches NEVER_AUTO pattern.",,TEXT
BM-002,"reporter.temporaryResidence","Nơi tạm trú",true,MANUAL,NEVER_AUTO,NONE,"Label ""Nơi tạm trú"" matches NEVER_AUTO pattern.",,TEXT
BM-002,"reporter.currentResidence","Nơi ở hiện tại",true,MANUAL,NEVER_AUTO,NONE,"Label ""Nơi ở hiện tại"" matches NEVER_AUTO pattern.",,TEXT
BM-002,"reporter.phoneNumber","Số điện thoại",true,MANUAL,NEVER_AUTO,NONE,"Label ""Số điện thoại"" matches NEVER_AUTO pattern.",,TEXT
BM-002,"reporter.organizationRepresentative","Người đại diện cơ quan, tổ chức",true,MANUAL,NEVER_AUTO,NONE,"Label ""Người đại diện cơ quan, tổ chức"" matches NEVER_AUTO pattern.",,TEXT
BM-002,"sourceReport.content","Nội dung",true,MANUAL,REVIEW_REQUIRED,NONE,"Label ""Nội dung"" is ambiguous — requires manual classification before auto-fill.",,TEXT
BM-002,"recipients.primaryLine","Nơi nhận",true,MANUAL,SAFE_GENERIC_PREFILL,GENERIC_TEXT,"Path ""recipients.primaryLine"" is generic/common boilerplate safe for prefill.",,TEXT
BM-002,"recipients.archiveLine","Nơi lưu",true,MANUAL,SAFE_GENERIC_PREFILL,GENERIC_TEXT,"Path ""recipients.archiveLine"" is generic/common boilerplate safe for prefill.",,TEXT
BM-002,"signature.positionTitle","Chức vụ",true,OFFICIAL,NEVER_AUTO,NONE,"Label ""Chức vụ"" matches NEVER_AUTO pattern.",,TEXT
BM-002,"signature.signerName","Người ký",true,OFFICIAL,NEVER_AUTO,NONE,"Label ""Người ký"" matches NEVER_AUTO pattern.",,TEXT
BM-002,"sourceTransfer.attachedItemsDescription","Tài liệu, đồ vật kèm theo",false,MANUAL,NEVER_AUTO,NONE,"Label ""Tài liệu, đồ vật kèm theo"" matches NEVER_AUTO pattern.",,TEXTAREA
BM-003,"agency.parentName","Cơ quan cấp trên",true,AGENCY,NEVER_AUTO,NONE,"Label ""Cơ quan cấp trên"" matches NEVER_AUTO pattern.",,TEXT
BM-003,"agency.name","Tên cơ quan",true,AGENCY,NEVER_AUTO,NONE,"Label ""Tên cơ quan"" matches NEVER_AUTO pattern.",,TEXT
BM-003,"document.documentCode","Số văn bản",true,MANUAL,NEVER_AUTO,NONE,"Label ""Số văn bản"" matches NEVER_AUTO pattern.",,TEXT
BM-003,"document.issuePlaceAndDateLine","Địa điểm, ngày lập văn bản",true,SYSTEM,SAFE_RUNTIME_DEFAULT,DOCUMENT_PLACE_DATE,"SYSTEM/CURRENT_DATE field. Label ""Địa điểm, ngày lập văn bản"" matches safe document place/date pattern.","TP. Hồ Chí Minh, ngày 01 tháng 01 năm 2026",TEXT
BM-003,"legalBasis.procedureArticlesLine","Căn cứ pháp lý",true,OFFICIAL,NEVER_AUTO,NONE,"Label ""Căn cứ pháp lý"" matches NEVER_AUTO pattern.",,TEXT
BM-003,"official.issuerTitle","Chủ thể ban hành",true,OFFICIAL,NEVER_AUTO,NONE,"Label ""Chủ thể ban hành"" matches NEVER_AUTO pattern.",,TEXT
BM-003,"recipients.primaryLine","Nơi nhận",true,MANUAL,SAFE_GENERIC_PREFILL,GENERIC_TEXT,"Path ""recipients.primaryLine"" is generic/common boilerplate safe for prefill.",,TEXT
BM-003,"recipients.archiveLine","Lưu hồ sơ",true,MANUAL,SAFE_GENERIC_PREFILL,GENERIC_TEXT,"Path ""recipients.archiveLine"" is generic/common boilerplate safe for prefill.",,TEXT
BM-003,"signature.signMode","Phương thức ký",true,OFFICIAL,NEVER_AUTO,NONE,"Label ""Phương thức ký"" matches NEVER_AUTO pattern.",,TEXT
BM-003,"signature.positionTitle","Chức vụ",true,OFFICIAL,NEVER_AUTO,NONE,"Label ""Chức vụ"" matches NEVER_AUTO pattern.",,TEXT
BM-003,"signature.signerName","Người ký",true,OFFICIAL,NEVER_AUTO,NONE,"Label ""Người ký"" matches NEVER_AUTO pattern.",,TEXT
BM-003,"sourceAssignment.article1Line","Điều 1",true,MANUAL,NEVER_AUTO,NONE,"Label ""Điều 1"" matches NEVER_AUTO pattern.",,TEXTAREA
BM-003,"sourceAssignment.article2Line","Điều 2",true,MANUAL,NEVER_AUTO,NONE,"Label ""Điều 2"" matches NEVER_AUTO pattern.",,TEXTAREA
BM-003,"sourceAssignment.article3Line","Điều 3",true,MANUAL,NEVER_AUTO,NONE,"Label ""Điều 3"" matches NEVER_AUTO pattern.",,TEXTAREA
BM-004,"agency.vienKiem","Tên cơ quan",false,AGENCY,NEVER_AUTO,NONE,"Label ""Tên cơ quan"" matches NEVER_AUTO pattern.",,TEXT
BM-004,"agency.tenCo","Tên cơ quan",false,AGENCY,NEVER_AUTO,NONE,"Label ""Tên cơ quan"" matches NEVER_AUTO pattern.",,TEXT
BM-004,"document.vietTat","Tên viết tắt",false,MANUAL,NEVER_AUTO,NONE,"Label ""Tên viết tắt"" matches NEVER_AUTO pattern.",,TEXT
BM-004,"signature.positionTitle","Chức danh",false,OFFICIAL,NEVER_AUTO,NONE,"Label ""Chức danh"" matches NEVER_AUTO pattern.",,TEXT
BM-004,"agency.diaDanh","Địa danh",false,AGENCY,NEVER_AUTO,NONE,"Label ""Địa danh"" matches NEVER_AUTO pattern.",,TEXT
BM-005,"agency.parentName","Cơ quan cấp trên",true,AGENCY,NEVER_AUTO,NONE,"Label ""Cơ quan cấp trên"" matches NEVER_AUTO pattern.",,TEXT
BM-005,"agency.name","Viện kiểm sát ban hành",true,AGENCY,NEVER_AUTO,NONE,"Label ""Viện kiểm sát ban hành"" matches NEVER_AUTO pattern.",,TEXT
BM-005,"document.documentCode","Số yêu cầu",true,MANUAL,NEVER_AUTO,NONE,"Label ""Số yêu cầu"" matches NEVER_AUTO pattern.",,TEXT
BM-005,"document.issuePlaceAndDateLine","Địa danh, ngày ban hành",true,SYSTEM,SAFE_RUNTIME_DEFAULT,DOCUMENT_PLACE_DATE,"SYSTEM/CURRENT_DATE field. Label ""Địa danh, ngày ban hành"" matches safe document place/date pattern.","TP. Hồ Chí Minh, ngày 01 tháng 01 năm 2026",TEXT
BM-005,"sourceVerification.requestRoundText","Lần yêu cầu",true,MANUAL,NEVER_AUTO,NONE,"Label ""Lần yêu cầu"" matches NEVER_AUTO pattern.",,TEXT
BM-005,"sourceVerification.procedureArticlesLine","Căn cứ tố tụng",true,OFFICIAL,NEVER_AUTO,NONE,"Label ""Căn cứ tố tụng"" matches NEVER_AUTO pattern.",,TEXTAREA
BM-005,"sourceVerification.reasonLine","Nhận định cần kiểm tra, xác minh",true,MANUAL,NEVER_AUTO,NONE,"Label ""Nhận định cần kiểm tra, xác minh"" matches NEVER_AUTO pattern.",,TEXTAREA
BM-005,"sourceVerification.requestedAuthorityLine","Cơ quan hoặc người được yêu cầu",true,MANUAL,NEVER_AUTO,NONE,"Label ""Cơ quan hoặc người được yêu cầu"" matches NEVER_AUTO pattern.",,TEXTAREA
BM-005,"sourceVerification.issue1Line","Vấn đề thứ nhất",true,MANUAL,NEVER_AUTO,NONE,"Label ""Vấn đề thứ nhất"" matches NEVER_AUTO pattern.",,TEXTAREA
BM-005,"sourceVerification.issue2Line","Vấn đề thứ hai",false,MANUAL,NEVER_AUTO,NONE,"Label ""Vấn đề thứ hai"" matches NEVER_AUTO pattern.",,TEXTAREA
BM-005,"sourceVerification.issue3Line","Vấn đề thứ ba",false,MANUAL,NEVER_AUTO,NONE,"Label ""Vấn đề thứ ba"" matches NEVER_AUTO pattern.",,TEXTAREA
BM-005,"sourceVerification.additionalIssuesLine","Vấn đề bổ sung",false,MANUAL,NEVER_AUTO,NONE,"Label ""Vấn đề bổ sung"" matches NEVER_AUTO pattern.",,TEXTAREA
BM-005,"sourceVerification.resultSubmissionLine","Yêu cầu gửi kết quả",true,MANUAL,NEVER_AUTO,NONE,"Label ""Yêu cầu gửi kết quả"" matches NEVER_AUTO pattern.",,TEXTAREA
BM-005,"recipients.investigatingAgencyLine","Cơ quan điều tra nhận văn bản",true,MANUAL,NEVER_AUTO,NONE,"Label ""Cơ quan điều tra nhận văn bản"" matches NEVER_AUTO pattern.",,TEXT
BM-005,"recipients.archiveLine","Lưu hồ sơ",true,MANUAL,SAFE_GENERIC_PREFILL,GENERIC_TEXT,"Path ""recipients.archiveLine"" is generic/common boilerplate safe for prefill.",,TEXT
BM-005,"signature.signerName","Kiểm sát viên ký",true,OFFICIAL,NEVER_AUTO,NONE,"Label ""Kiểm sát viên ký"" matches NEVER_AUTO pattern.",,TEXT
BM-006,"agency.parentName","Cơ quan cấp trên",true,AGENCY,NEVER_AUTO,NONE,"Label ""Cơ quan cấp trên"" matches NEVER_AUTO pattern.",,TEXT
BM-006,"agency.name","Viện kiểm sát ban hành",true,AGENCY,NEVER_AUTO,NONE,"Label ""Viện kiểm sát ban hành"" matches NEVER_AUTO pattern.",,TEXT
BM-006,"document.documentCode","Số yêu cầu",true,MANUAL,NEVER_AUTO,NONE,"Label ""Số yêu cầu"" matches NEVER_AUTO pattern.",,TEXT
BM-006,"document.issuePlaceAndDateLine","Địa danh, ngày ban hành",true,SYSTEM,SAFE_RUNTIME_DEFAULT,DOCUMENT_PLACE_DATE,"SYSTEM/CURRENT_DATE field. Label ""Địa danh, ngày ban hành"" matches safe document place/date pattern.","TP. Hồ Chí Minh, ngày 01 tháng 01 năm 2026",TEXT
BM-006,"official.issuerTitle","Chủ thể ban hành",true,MANUAL,NEVER_AUTO,NONE,"Label ""Chủ thể ban hành"" matches NEVER_AUTO pattern.",,TEXT
BM-006,"sourceRequest.reasonLine","Lý do xét thấy",true,MANUAL,NEVER_AUTO,NONE,"Label ""Lý do xét thấy"" matches NEVER_AUTO pattern.",,TEXTAREA
BM-006,"sourceRequest.receiverName","Cơ quan hoặc người được yêu cầu",true,MANUAL,NEVER_AUTO,NONE,"Label ""Cơ quan hoặc người được yêu cầu"" matches NEVER_AUTO pattern.",,TEXT
BM-006,"sourceRequest.actionLine","Hành động được yêu cầu",true,MANUAL,NEVER_AUTO,NONE,"Label ""Hành động được yêu cầu"" matches NEVER_AUTO pattern.",,TEXTAREA
BM-006,"sourceRequest.caseSummary","Tóm tắt vụ việc",true,MANUAL,NEVER_AUTO,NONE,"Label ""Tóm tắt vụ việc"" matches NEVER_AUTO pattern.",,TEXTAREA
BM-006,"sourceRequest.actionResultLine","Kết quả cần thông báo",true,MANUAL,NEVER_AUTO,NONE,"Label ""Kết quả cần thông báo"" matches NEVER_AUTO pattern.",,TEXTAREA
BM-006,"agency.bodyName","Tên Viện kiểm sát trong thân văn bản",true,AGENCY,NEVER_AUTO,NONE,"Label ""Tên Viện kiểm sát trong thân văn bản"" matches NEVER_AUTO pattern.",,TEXT
BM-006,"recipients.primaryLine","Nơi nhận chính",true,MANUAL,SAFE_GENERIC_PREFILL,GENERIC_TEXT,"Path ""recipients.primaryLine"" is generic/common boilerplate safe for prefill.",,TEXT
BM-006,"signature.signMode","Chế độ ký",true,OFFICIAL,NEVER_AUTO,NONE,"Label ""Chế độ ký"" matches NEVER_AUTO pattern.",,TEXT
BM-006,"signature.positionTitle","Chức danh người ký",true,OFFICIAL,NEVER_AUTO,NONE,"Label ""Chức danh người ký"" matches NEVER_AUTO pattern.",,TEXT
BM-006,"signature.signerName","Người ký",true,OFFICIAL,NEVER_AUTO,NONE,"Label ""Người ký"" matches NEVER_AUTO pattern.",,TEXT
BM-007,"agency.parentName","Cơ quan cấp trên",true,AGENCY,NEVER_AUTO,NONE,"Label ""Cơ quan cấp trên"" matches NEVER_AUTO pattern.",,TEXT
BM-007,"agency.name","Viện kiểm sát ban hành",true,AGENCY,NEVER_AUTO,NONE,"Label ""Viện kiểm sát ban hành"" matches NEVER_AUTO pattern.",,TEXT
BM-007,"document.documentCode","Số yêu cầu",true,MANUAL,NEVER_AUTO,NONE,"Label ""Số yêu cầu"" matches NEVER_AUTO pattern.",,TEXT
BM-007,"document.issuePlaceAndDateLine","Địa danh, ngày ban hành",true,SYSTEM,SAFE_RUNTIME_DEFAULT,DOCUMENT_PLACE_DATE,"SYSTEM/CURRENT_DATE field. Label ""Địa danh, ngày ban hành"" matches safe document place/date pattern.","TP. Hồ Chí Minh, ngày 01 tháng 01 năm 2026",TEXT
BM-007,"official.issuerTitle","Chủ thể ban hành",true,MANUAL,NEVER_AUTO,NONE,"Label ""Chủ thể ban hành"" matches NEVER_AUTO pattern.",,TEXT
BM-007,"legalBasis.procedureArticlesLine","Căn cứ tố tụng",true,OFFICIAL,NEVER_AUTO,NONE,"Label ""Căn cứ tố tụng"" matches NEVER_AUTO pattern.",,TEXTAREA
BM-007,"sourceMaterialRequest.reasonLine","Lý do yêu cầu",true,MANUAL,NEVER_AUTO,NONE,"Label ""Lý do yêu cầu"" matches NEVER_AUTO pattern.",,TEXTAREA
BM-007,"sourceMaterialRequest.article1Line","Điều 1",true,MANUAL,NEVER_AUTO,NONE,"Label ""Điều 1"" matches NEVER_AUTO pattern.",,TEXTAREA
BM-007,"sourceMaterialRequest.documentItem1Line","Tài liệu thứ nhất",true,MANUAL,NEVER_AUTO,NONE,"Label ""Tài liệu thứ nhất"" matches NEVER_AUTO pattern.",,TEXTAREA
BM-007,"sourceMaterialRequest.documentItem2Line","Tài liệu thứ hai",false,MANUAL,NEVER_AUTO,NONE,"Label ""Tài liệu thứ hai"" matches NEVER_AUTO pattern.",,TEXTAREA
BM-007,"sourceMaterialRequest.documentItem3Line","Tài liệu thứ ba",false,MANUAL,NEVER_AUTO,NONE,"Label ""Tài liệu thứ ba"" matches NEVER_AUTO pattern.",,TEXTAREA
BM-007,"sourceMaterialRequest.additionalDocumentItemsLine","Tài liệu bổ sung",false,MANUAL,NEVER_AUTO,NONE,"Label ""Tài liệu bổ sung"" matches NEVER_AUTO pattern.",,TEXTAREA
BM-007,"sourceMaterialRequest.deadlineLine","Thời hạn cung cấp",true,MANUAL,NEVER_AUTO,NONE,"Label ""Thời hạn cung cấp"" matches NEVER_AUTO pattern.",,TEXTAREA
BM-007,"recipients.primaryLine","Nơi nhận chính",true,MANUAL,SAFE_GENERIC_PREFILL,GENERIC_TEXT,"Path ""recipients.primaryLine"" is generic/common boilerplate safe for prefill.",,TEXT
BM-007,"recipients.archiveLine","Lưu hồ sơ",true,MANUAL,SAFE_GENERIC_PREFILL,GENERIC_TEXT,"Path ""recipients.archiveLine"" is generic/common boilerplate safe for prefill.",,TEXT
BM-007,"signature.positionTitle","Chức danh người ký",true,OFFICIAL,NEVER_AUTO,NONE,"Label ""Chức danh người ký"" matches NEVER_AUTO pattern.",,TEXT
BM-007,"signature.signerName","Người ký",true,OFFICIAL,NEVER_AUTO,NONE,"Label ""Người ký"" matches NEVER_AUTO pattern.",,TEXT
BM-008,"agency.parentName","Cơ quan cấp trên",true,AGENCY,NEVER_AUTO,NONE,"Label ""Cơ quan cấp trên"" matches NEVER_AUTO pattern.",,TEXT
BM-008,"agency.name","Viện kiểm sát ban hành",true,AGENCY,NEVER_AUTO,NONE,"Label ""Viện kiểm sát ban hành"" matches NEVER_AUTO pattern.",,TEXT
BM-008,"document.documentCode","Số yêu cầu",true,MANUAL,NEVER_AUTO,NONE,"Label ""Số yêu cầu"" matches NEVER_AUTO pattern.",,TEXT
BM-008,"document.issuePlaceAndDateLine","Địa danh, ngày ban hành",true,SYSTEM,SAFE_RUNTIME_DEFAULT,DOCUMENT_PLACE_DATE,"SYSTEM/CURRENT_DATE field. Label ""Địa danh, ngày ban hành"" matches safe document place/date pattern.","TP. Hồ Chí Minh, ngày 01 tháng 01 năm 2026",TEXT
BM-008,"official.issuerTitle","Chủ thể ban hành",true,MANUAL,NEVER_AUTO,NONE,"Label ""Chủ thể ban hành"" matches NEVER_AUTO pattern.",,TEXT
BM-008,"sourceTransfer.caseSummary","Hồ sơ vụ việc",true,MANUAL,NEVER_AUTO,NONE,"Label ""Hồ sơ vụ việc"" matches NEVER_AUTO pattern.",,TEXTAREA
BM-008,"sourceTransfer.reasonLine","Lý do chuyển",true,MANUAL,NEVER_AUTO,NONE,"Label ""Lý do chuyển"" matches NEVER_AUTO pattern.",,TEXTAREA
BM-008,"sourceTransfer.senderName","Cơ quan hoặc người chuyển",true,MANUAL,NEVER_AUTO,NONE,"Label ""Cơ quan hoặc người chuyển"" matches NEVER_AUTO pattern.",,TEXT
BM-008,"sourceTransfer.receiverName","Cơ quan hoặc người tiếp nhận",true,MANUAL,NEVER_AUTO,NONE,"Label ""Cơ quan hoặc người tiếp nhận"" matches NEVER_AUTO pattern.",,TEXT
BM-008,"agency.bodyName","Tên Viện kiểm sát trong thân văn bản",true,AGENCY,NEVER_AUTO,NONE,"Label ""Tên Viện kiểm sát trong thân văn bản"" matches NEVER_AUTO pattern.",,TEXT
BM-008,"recipients.primaryLine","Nơi nhận chính",true,MANUAL,SAFE_GENERIC_PREFILL,GENERIC_TEXT,"Path ""recipients.primaryLine"" is generic/common boilerplate safe for prefill.",,TEXT
BM-008,"signature.signMode","Chế độ ký",true,OFFICIAL,NEVER_AUTO,NONE,"Label ""Chế độ ký"" matches NEVER_AUTO pattern.",,TEXT
